epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,17975.1,0.95717,0.94393,1.0681,0.86599,0.89771,0.92086,0.64622,1.20836,0.56595,1.114,0.00998713,0.00998713,0.00998713
132,18112.3,0.96506,0.93465,1.0631,0.87726,0.90235,0.93322,0.68751,1.05708,0.54454,1.01849,0.00998703,0.00998703,0.00998703
133,18249.5,0.95555,0.93962,1.06155,0.88343,0.89968,0.92509,0.71147,0.87649,0.51066,0.97203,0.00998693,0.00998693,0.00998693
134,18386.7,0.95844,0.9438,1.06515,0.91828,0.85913,0.92065,0.70907,0.91921,0.52652,0.9942,0.00998683,0.00998683,0.00998683
135,18523.9,0.94566,0.93684,1.06493,0.88708,0.88247,0.92928,0.69956,1.0216,0.53417,1.017,0.00998673,0.00998673,0.00998673
136,18661.1,0.95037,0.93089,1.06485,0.90796,0.8441,0.91033,0.67663,1.04529,0.5472,1.06036,0.00998664,0.00998664,0.00998664
137,18798.3,0.94005,0.92471,1.0584,0.88086,0.8938,0.92567,0.69037,1.04377,0.53918,1.03478,0.00998654,0.00998654,0.00998654
138,18935.5,0.9434,0.93667,1.06416,0.92032,0.87555,0.93002,0.72045,0.86594,0.50699,0.97021,0.00998644,0.00998644,0.00998644
139,19072.7,0.92422,0.93192,1.05003,0.93638,0.86437,0.92901,0.6777,1.0748,0.52644,1.02845,0.00998634,0.00998634,0.00998634
140,19209.8,0.94314,0.91653,1.06187,0.92008,0.85332,0.92089,0.71662,0.92201,0.50279,0.98729,0.00998624,0.00998624,0.00998624
141,19346.9,0.9398,0.91638,1.05994,0.91218,0.89039,0.92502,0.72151,0.90128,0.50116,0.98148,0.00998614,0.00998614,0.00998614
142,19484.1,0.95297,0.92575,1.06398,0.86625,0.86457,0.90975,0.73268,0.80219,0.49451,0.94793,0.00998604,0.00998604,0.00998604
143,19621.2,0.94564,0.92978,1.06033,0.94959,0.86663,0.92531,0.72417,0.91582,0.51321,0.97815,0.00998594,0.00998594,0.00998594
144,19758.4,0.94766,0.92868,1.06644,0.87117,0.89832,0.92451,0.73501,0.86646,0.50934,0.97551,0.00998584,0.00998584,0.00998584
145,19895.6,0.94759,0.93663,1.06213,0.87078,0.88388,0.91993,0.71538,0.8989,0.52574,0.97411,0.00998574,0.00998574,0.00998574
146,20032.7,0.93332,0.91889,1.05635,0.92371,0.87266,0.93679,0.72618,0.86937,0.49566,0.98058,0.00998565,0.00998565,0.00998565
147,20169.9,0.9376,0.9083,1.0561,0.87085,0.90483,0.92696,0.71918,0.88751,0.50089,0.97316,0.00998555,0.00998555,0.00998555
148,20307.1,0.93582,0.91382,1.05716,0.90328,0.89427,0.92769,0.68896,0.98685,0.51629,0.99673,0.00998545,0.00998545,0.00998545
149,20444.3,0.94973,0.92517,1.05953,0.89273,0.90629,0.93107,0.7155,0.94328,0.49854,0.99268,0.00998535,0.00998535,0.00998535
150,20581.5,0.91617,0.92244,1.0535,0.90397,0.89772,0.93053,0.72329,0.91627,0.50499,0.97864,0.00998525,0.00998525,0.00998525
151,20718.7,0.93251,0.91668,1.04903,0.85292,0.92806,0.92964,0.71916,0.88392,0.48351,0.96182,0.00998515,0.00998515,0.00998515
152,20855.8,0.94049,0.92275,1.06113,0.90142,0.92375,0.93054,0.71986,0.97159,0.49883,1.0019,0.00998505,0.00998505,0.00998505
153,20993.1,0.9288,0.90619,1.05404,0.91444,0.89783,0.925,0.701,0.98847,0.5004,1.00195,0.00998495,0.00998495,0.00998495
154,21130.1,0.93902,0.91913,1.05616,0.91409,0.878,0.9258,0.7062,0.95942,0.49175,1.00334,0.00998485,0.00998485,0.00998485
155,21267.3,0.92813,0.94008,1.05633,0.92468,0.84814,0.92069,0.72184,0.86319,0.48184,0.95553,0.00998475,0.00998475,0.00998475
156,21404.5,0.93738,0.88754,1.05698,0.8955,0.86632,0.92271,0.72122,0.92323,0.47917,0.98907,0.00998465,0.00998465,0.00998465
157,21541.7,0.90603,0.90333,1.04957,0.94126,0.87616,0.93682,0.75592,0.85196,0.47029,0.96775,0.00998456,0.00998456,0.00998456
158,21679,0.9246,0.91099,1.05406,0.92927,0.89503,0.92988,0.72143,0.89964,0.49447,0.9715,0.00998446,0.00998446,0.00998446
159,21816.1,0.92299,0.89389,1.04606,0.91531,0.91227,0.93737,0.72952,0.91716,0.49395,0.98244,0.00998436,0.00998436,0.00998436
160,21953.3,0.92918,0.91792,1.05797,0.90792,0.92158,0.93866,0.7412,0.81881,0.46184,0.95246,0.00998426,0.00998426,0.00998426
161,22090.5,0.9195,0.90485,1.04349,0.91678,0.90022,0.93956,0.74568,0.82079,0.47275,0.96537,0.00998416,0.00998416,0.00998416
162,22227.8,0.91655,0.90391,1.05307,0.94049,0.85381,0.92637,0.73834,0.84686,0.46383,0.96749,0.00998406,0.00998406,0.00998406
163,22364.9,0.93015,0.90094,1.0493,0.92865,0.89125,0.93266,0.71546,0.89602,0.47679,0.96801,0.00998396,0.00998396,0.00998396
164,22502.1,0.92269,0.90411,1.06506,0.91683,0.9176,0.93845,0.71014,1.00865,0.48693,1.00746,0.00998386,0.00998386,0.00998386
165,22639.3,0.93089,0.89287,1.05182,0.92588,0.89647,0.93342,0.72487,0.87073,0.47633,0.96509,0.00998376,0.00998376,0.00998376
166,22776.5,0.91288,0.9111,1.05498,0.85581,0.90786,0.93128,0.72363,0.8811,0.46769,0.96147,0.00998366,0.00998366,0.00998366
167,22913.6,0.92345,0.9029,1.05925,0.90347,0.87536,0.92569,0.72564,0.87577,0.47533,0.95989,0.00998357,0.00998357,0.00998357
168,23050.9,0.9155,0.90848,1.05205,0.88692,0.87946,0.90843,0.71087,0.87756,0.48822,0.96979,0.00998347,0.00998347,0.00998347
169,23188,0.91582,0.89194,1.05823,0.91517,0.90022,0.92861,0.73056,0.84529,0.46974,0.96141,0.00998337,0.00998337,0.00998337
170,23325.1,0.91702,0.87383,1.04837,0.91523,0.90771,0.93562,0.7403,0.83611,0.47291,0.95577,0.00998327,0.00998327,0.00998327
171,23462.4,0.90528,0.90463,1.04568,0.89249,0.92521,0.93849,0.73636,0.81135,0.44895,0.95067,0.00998317,0.00998317,0.00998317
172,23599.6,0.9208,0.89014,1.05604,0.85283,0.92406,0.9353,0.73709,0.8474,0.45558,0.94882,0.00998307,0.00998307,0.00998307
173,23736.8,0.91917,0.88197,1.0557,0.92786,0.87526,0.93529,0.72491,0.9033,0.48036,0.96897,0.00998297,0.00998297,0.00998297
174,23874,0.91665,0.88382,1.0513,0.9211,0.89912,0.93742,0.67374,1.08265,0.51267,1.0361,0.00998287,0.00998287,0.00998287
175,24011.2,0.9119,0.8905,1.04231,0.89758,0.91641,0.92631,0.70667,0.93818,0.4716,0.98258,0.00998277,0.00998277,0.00998277
176,24148.4,0.9074,0.89816,1.04591,0.89599,0.90631,0.93706,0.7154,0.90552,0.47091,0.97709,0.00998267,0.00998267,0.00998267
177,24285.7,0.91043,0.88027,1.0471,0.91201,0.88134,0.93065,0.72013,0.87961,0.46024,0.96408,0.00998258,0.00998258,0.00998258
178,24422.8,0.9122,0.88476,1.04436,0.91055,0.90754,0.93934,0.7126,0.92129,0.4672,0.97827,0.00998248,0.00998248,0.00998248
179,24560,0.91256,0.89533,1.04771,0.92409,0.91013,0.93891,0.70476,0.96432,0.47559,0.99186,0.00998238,0.00998238,0.00998238
180,24697.3,0.9,0.8753,1.04185,0.91882,0.91502,0.94408,0.73116,0.88114,0.4616,0.9752,0.00998228,0.00998228,0.00998228
181,24834.5,0.89942,0.89478,1.04346,0.93013,0.90651,0.94266,0.73419,0.87436,0.46105,0.96576,0.00998218,0.00998218,0.00998218
182,24971.6,0.9039,0.86347,1.04374,0.93628,0.89371,0.94276,0.72275,0.93585,0.47821,0.97666,0.00998208,0.00998208,0.00998208
183,25108.8,0.91034,0.8755,1.03912,0.94311,0.90349,0.94616,0.74659,0.86508,0.45263,0.95712,0.00998198,0.00998198,0.00998198
184,25246,0.91048,0.87788,1.04607,0.93707,0.90978,0.944,0.76239,0.85427,0.44806,0.96031,0.00998188,0.00998188,0.00998188
