epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,18002.4,0.94858,0.54989,0.90139,0.89884,0.94273,0.97285,0.82855,0.63444,0.42042,0.82211,0.00998218,0.00998218,0.00998218
182,18102.5,0.93538,0.54211,0.89318,0.91896,0.94071,0.98094,0.82366,0.62771,0.43455,0.81983,0.00998208,0.00998208,0.00998208
183,18201.9,0.91737,0.53532,0.88805,0.8671,0.95965,0.96446,0.83248,0.59992,0.44245,0.82468,0.00998198,0.00998198,0.00998198
184,18301.3,0.94388,0.53919,0.89343,0.85608,0.95506,0.97525,0.82424,0.6122,0.41034,0.82363,0.00998188,0.00998188,0.00998188
185,18400.8,0.95318,0.54928,0.90816,0.90256,0.93843,0.97591,0.81625,0.64409,0.44353,0.8367,0.00998178,0.00998178,0.00998178
186,18500.2,0.95834,0.55578,0.90753,0.9131,0.91145,0.98094,0.83621,0.59402,0.42594,0.82641,0.00998169,0.00998169,0.00998169
187,18599.6,0.95525,0.54136,0.89445,0.86342,0.91894,0.96175,0.79396,0.66258,0.51698,0.836,0.00998159,0.00998159,0.00998159
188,18699.1,0.94662,0.5513,0.90947,0.85995,0.96098,0.97427,0.80741,0.6557,0.43782,0.82936,0.00998149,0.00998149,0.00998149
189,18798.5,0.89462,0.52451,0.8774,0.8487,0.95986,0.98181,0.82653,0.63017,0.4462,0.82251,0.00998139,0.00998139,0.00998139
190,18898,0.92429,0.52634,0.88836,0.88289,0.91741,0.95195,0.80843,0.60711,0.48696,0.82396,0.00998129,0.00998129,0.00998129
191,18997.3,0.92728,0.51743,0.88762,0.84197,0.97292,0.98276,0.83902,0.60921,0.44292,0.82874,0.00998119,0.00998119,0.00998119
192,19096.8,0.92952,0.52893,0.89114,0.84321,0.9653,0.95696,0.79224,0.64599,0.45223,0.83241,0.00998109,0.00998109,0.00998109
193,19196,0.94039,0.53055,0.90805,0.89104,0.9648,0.98094,0.81763,0.6257,0.42858,0.82321,0.00998099,0.00998099,0.00998099
194,19295.2,0.90747,0.52984,0.89613,0.8749,0.97728,0.989,0.85018,0.57501,0.41513,0.81749,0.00998089,0.00998089,0.00998089
195,19394.4,0.90935,0.51979,0.88209,0.88725,0.98356,0.989,0.85504,0.59014,0.41975,0.8165,0.00998079,0.00998079,0.00998079
196,19493.6,0.92224,0.53399,0.87847,0.83046,0.98529,0.98259,0.82818,0.60983,0.43367,0.82399,0.00998069,0.00998069,0.00998069
197,19592.7,0.9205,0.52478,0.89672,0.87602,0.96567,0.98747,0.82936,0.63327,0.43144,0.8198,0.0099806,0.0099806,0.0099806
198,19691.9,0.90621,0.51633,0.88614,0.89423,0.92394,0.94971,0.78768,0.61392,0.44514,0.82028,0.0099805,0.0099805,0.0099805
199,19791,0.92625,0.51606,0.89062,0.88676,0.91455,0.97494,0.81173,0.59506,0.43766,0.8241,0.0099804,0.0099804,0.0099804
200,19890.1,0.92562,0.5438,0.89348,0.78495,0.96665,0.93718,0.8093,0.59186,0.51619,0.82504,0.0099803,0.0099803,0.0099803
201,19989.3,0.91445,0.5329,0.89192,0.84424,0.94057,0.9796,0.82804,0.61888,0.44514,0.83022,0.0099802,0.0099802,0.0099802
202,20088.4,0.90986,0.53071,0.89121,0.85654,0.96157,0.98446,0.85081,0.54602,0.4179,0.81717,0.0099801,0.0099801,0.0099801
203,20187.6,0.92038,0.53559,0.89124,0.87618,0.96809,0.981,0.8484,0.56609,0.43697,0.817,0.00998,0.00998,0.00998
204,20286.7,0.91799,0.5468,0.8884,0.86446,0.93821,0.97704,0.84972,0.52413,0.43764,0.81325,0.0099799,0.0099799,0.0099799
205,20385.8,0.9167,0.52905,0.89092,0.88394,0.90373,0.97494,0.82604,0.58836,0.43148,0.82211,0.0099798,0.0099798,0.0099798
206,20485,0.93424,0.52917,0.89113,0.87636,0.9437,0.97939,0.83099,0.61913,0.47186,0.82398,0.00997971,0.00997971,0.00997971
207,20584.2,0.90824,0.51822,0.89096,0.93122,0.8642,0.97192,0.8085,0.62981,0.50705,0.83007,0.00997961,0.00997961,0.00997961
208,20683.3,0.9149,0.51877,0.88054,0.88565,0.93402,0.98112,0.84364,0.57664,0.47428,0.81756,0.00997951,0.00997951,0.00997951
209,20782.5,0.90987,0.5168,0.89306,0.85991,0.97304,0.98517,0.85065,0.57612,0.44847,0.81606,0.00997941,0.00997941,0.00997941
210,20881.6,0.91422,0.52503,0.88972,0.85894,0.95863,0.97393,0.83365,0.59799,0.42567,0.82222,0.00997931,0.00997931,0.00997931
211,20980.7,0.91238,0.52808,0.89657,0.84766,0.96155,0.9718,0.82245,0.59552,0.49294,0.8141,0.00997921,0.00997921,0.00997921
212,21079.9,0.93119,0.53571,0.88079,0.81299,0.93336,0.96618,0.84965,0.55842,0.50901,0.81625,0.00997911,0.00997911,0.00997911
213,21179,0.91125,0.51167,0.88243,0.88974,0.95873,0.97264,0.8421,0.58661,0.43106,0.8209,0.00997901,0.00997901,0.00997901
214,21278.2,0.90176,0.52683,0.8852,0.88835,0.95735,0.97704,0.82049,0.59631,0.42809,0.81924,0.00997891,0.00997891,0.00997891
215,21377.3,0.92438,0.51527,0.88907,0.86003,0.96901,0.97664,0.82572,0.56689,0.43013,0.8194,0.00997881,0.00997881,0.00997881
216,21476.4,0.90048,0.52246,0.8806,0.89463,0.95873,0.96858,0.81283,0.58753,0.44247,0.81918,0.00997872,0.00997872,0.00997872
217,21575.6,0.9298,0.53409,0.89332,0.90153,0.99244,0.98236,0.86425,0.57419,0.41574,0.82152,0.00997862,0.00997862,0.00997862
218,21674.8,0.92957,0.54314,0.88899,0.89283,0.99834,0.98764,0.83973,0.57022,0.40127,0.82468,0.00997852,0.00997852,0.00997852
219,21774,0.90063,0.51785,0.89005,0.88649,0.95404,0.98015,0.85111,0.57953,0.43086,0.82006,0.00997842,0.00997842,0.00997842
220,21873.2,0.86118,0.49902,0.88731,0.87356,0.9775,0.98747,0.83531,0.56781,0.43018,0.8193,0.00997832,0.00997832,0.00997832
221,21972.3,0.88558,0.50448,0.88634,0.88695,0.9672,0.9877,0.84824,0.57052,0.44306,0.8174,0.00997822,0.00997822,0.00997822
222,22071.5,0.9119,0.53271,0.88232,0.91319,0.98067,0.99097,0.86867,0.54724,0.39896,0.8138,0.00997812,0.00997812,0.00997812
223,22170.7,0.86685,0.51189,0.88208,0.90007,0.94672,0.97649,0.85038,0.57499,0.41309,0.81361,0.00997802,0.00997802,0.00997802
224,22269.9,0.90353,0.50597,0.8839,0.84869,0.91278,0.94168,0.79333,0.61015,0.48583,0.81996,0.00997792,0.00997792,0.00997792
225,22369,0.90164,0.50991,0.89711,0.86203,0.94302,0.96759,0.82262,0.61482,0.4586,0.81911,0.00997782,0.00997782,0.00997782
226,22468.2,0.88408,0.51209,0.87728,0.8698,0.96959,0.98592,0.82445,0.59237,0.41675,0.81996,0.00997773,0.00997773,0.00997773
227,22567.3,0.89099,0.51689,0.89709,0.88386,0.94681,0.98024,0.84205,0.57116,0.415,0.81679,0.00997763,0.00997763,0.00997763
228,22666.5,0.89548,0.51978,0.8918,0.88489,0.93934,0.97941,0.85248,0.56885,0.41613,0.81663,0.00997753,0.00997753,0.00997753
229,22765.6,0.87206,0.49702,0.87986,0.89453,0.95347,0.98094,0.84945,0.54818,0.40596,0.81472,0.00997743,0.00997743,0.00997743
230,22864.8,0.88235,0.49891,0.88363,0.85061,0.99034,0.97748,0.823,0.58267,0.43183,0.82478,0.00997733,0.00997733,0.00997733
231,22964,0.88103,0.5025,0.88647,0.88378,0.94735,0.98347,0.83568,0.5643,0.45263,0.8189,0.00997723,0.00997723,0.00997723
232,23063.1,0.89239,0.50622,0.89059,0.8919,0.95404,0.98277,0.85161,0.56245,0.43697,0.81791,0.00997713,0.00997713,0.00997713
233,23162.2,0.88973,0.51203,0.88939,0.86116,0.94683,0.97042,0.85383,0.56313,0.42845,0.81738,0.00997703,0.00997703,0.00997703
234,23261.4,0.88947,0.51198,0.88597,0.83822,0.93872,0.95846,0.82796,0.55952,0.472,0.81622,0.00997693,0.00997693,0.00997693
235,23360.6,0.90719,0.51597,0.88613,0.93502,0.89268,0.98328,0.83728,0.58442,0.43014,0.82106,0.00997683,0.00997683,0.00997683
236,23459.7,0.89346,0.50905,0.88988,0.85604,0.98513,0.96897,0.81991,0.55993,0.44621,0.8164,0.00997674,0.00997674,0.00997674
237,23558.9,0.87623,0.51249,0.88571,0.87659,0.93064,0.97129,0.82658,0.55417,0.43616,0.81478,0.00997664,0.00997664,0.00997664
238,23658,0.89213,0.50686,0.88097,0.89557,0.97832,0.98181,0.84881,0.52637,0.42276,0.81264,0.00997654,0.00997654,0.00997654
239,23757.2,0.8968,0.51429,0.88042,0.84893,0.99938,0.98529,0.8549,0.51309,0.43805,0.81005,0.00997644,0.00997644,0.00997644
240,23856.3,0.87967,0.50832,0.87691,0.88827,0.9335,0.98612,0.85897,0.54361,0.41193,0.81621,0.00997634,0.00997634,0.00997634
241,23955.5,0.88229,0.50414,0.88877,0.81597,0.9739,0.98117,0.84416,0.55877,0.43785,0.81198,0.00997624,0.00997624,0.00997624
242,24054.6,0.87054,0.49724,0.88503,0.8221,0.95501,0.97906,0.8536,0.52838,0.42402,0.80873,0.00997614,0.00997614,0.00997614
243,24153.7,0.88109,0.50633,0.88232,0.87485,0.92001,0.98368,0.8626,0.57696,0.44085,0.8182,0.00997604,0.00997604,0.00997604
244,24252.9,0.87963,0.49578,0.88334,0.83533,0.98157,0.98264,0.86276,0.56581,0.44005,0.81929,0.00997594,0.00997594,0.00997594
245,24352.1,0.87399,0.5093,0.86909,0.83039,0.96489,0.97774,0.84513,0.55933,0.43093,0.81616,0.00997584,0.00997584,0.00997584
246,24451.2,0.88003,0.51014,0.88307,0.89609,0.92234,0.98024,0.86585,0.55072,0.42626,0.81284,0.00997575,0.00997575,0.00997575
247,24550.4,0.88949,0.51728,0.88253,0.90901,0.92427,0.97649,0.85043,0.56133,0.41504,0.81458,0.00997565,0.00997565,0.00997565
248,24649.5,0.86915,0.51688,0.883,0.85194,0.97556,0.97748,0.85042,0.55237,0.38981,0.81474,0.00997555,0.00997555,0.00997555
249,24748.7,0.88255,0.50055,0.87871,0.91666,0.92798,0.97831,0.8493,0.55202,0.39185,0.81139,0.00997545,0.00997545,0.00997545
250,24847.8,0.86806,0.49722,0.87603,0.92794,0.88973,0.98056,0.871,0.54621,0.41982,0.80906,0.00997535,0.00997535,0.00997535
251,24947,0.86402,0.49923,0.87598,0.82568,0.99084,0.97571,0.85089,0.52745,0.43717,0.80877,0.00997525,0.00997525,0.00997525
252,25046.2,0.8738,0.491,0.86766,0.83444,0.96875,0.97617,0.84144,0.53077,0.40806,0.81008,0.00997515,0.00997515,0.00997515
253,25145.3,0.86742,0.49102,0.88305,0.83056,1,0.97804,0.85604,0.50403,0.41651,0.81178,0.00997505,0.00997505,0.00997505
254,25244.5,0.85147,0.50428,0.87407,0.79667,1,0.97033,0.84868,0.55726,0.41547,0.81286,0.00997495,0.00997495,0.00997495
255,25343.6,0.87362,0.49831,0.87545,0.87474,0.96296,0.97858,0.86729,0.52612,0.39105,0.80876,0.00997485,0.00997485,0.00997485
256,25442.8,0.8625,0.48633,0.87848,0.859,0.95043,0.97542,0.83828,0.52747,0.40696,0.80931,0.00997476,0.00997476,0.00997476
257,25541.9,0.86958,0.50064,0.87131,0.8478,0.98911,0.97664,0.8544,0.54567,0.40821,0.80928,0.00997466,0.00997466,0.00997466
258,25641.1,0.86639,0.51057,0.87383,0.90891,0.94369,0.97649,0.83729,0.53562,0.40705,0.81042,0.00997456,0.00997456,0.00997456
259,25740.2,0.86042,0.48543,0.88176,0.88178,0.93933,0.97941,0.85202,0.54586,0.41511,0.81034,0.00997446,0.00997446,0.00997446
260,25839.4,0.86324,0.50298,0.87497,0.86718,0.98311,0.98258,0.86638,0.51978,0.38515,0.80738,0.00997436,0.00997436,0.00997436
261,25938.6,0.87042,0.50761,0.87525,0.85668,1,0.98236,0.88079,0.51649,0.39509,0.80811,0.00997426,0.00997426,0.00997426
262,26037.8,0.82898,0.48503,0.87582,0.90485,0.96632,0.98319,0.87112,0.49504,0.38176,0.80654,0.00997416,0.00997416,0.00997416
263,26136.9,0.86715,0.49588,0.88611,0.90155,0.98209,0.98319,0.87802,0.51933,0.37707,0.80916,0.00997406,0.00997406,0.00997406
264,26236.1,0.86776,0.49627,0.88219,0.90661,0.98193,0.98236,0.88506,0.51925,0.38609,0.81118,0.00997396,0.00997396,0.00997396
265,26335.3,0.83912,0.48116,0.87776,0.90424,0.9878,0.98319,0.8621,0.53037,0.38515,0.8116,0.00997386,0.00997386,0.00997386
266,26434.4,0.88304,0.49671,0.87685,0.93668,0.93289,0.97566,0.85152,0.55009,0.39196,0.80889,0.00997377,0.00997377,0.00997377
267,26533.6,0.8456,0.48298,0.87385,0.87488,0.96335,0.96929,0.84726,0.55409,0.4148,0.80901,0.00997367,0.00997367,0.00997367
268,26632.8,0.86896,0.49917,0.87461,0.86651,1,0.97736,0.86895,0.54689,0.42848,0.80596,0.00997357,0.00997357,0.00997357
269,26731.9,0.84826,0.48973,0.87962,0.87509,0.98499,0.97966,0.84022,0.54513,0.40959,0.80794,0.00997347,0.00997347,0.00997347
270,26831.1,0.84744,0.49549,0.87333,0.90622,0.97389,0.98403,0.85812,0.52083,0.39679,0.80655,0.00997337,0.00997337,0.00997337
271,26930.2,0.85026,0.49228,0.87725,0.89327,0.99168,0.98319,0.84708,0.52198,0.39657,0.80821,0.00997327,0.00997327,0.00997327
272,27029.3,0.85356,0.48116,0.87305,0.8719,0.98853,0.97883,0.86123,0.52705,0.40074,0.80862,0.00997317,0.00997317,0.00997317
273,27128.5,0.89081,0.4965,0.87491,0.86666,0.9932,0.97497,0.86006,0.54394,0.40617,0.80921,0.00997307,0.00997307,0.00997307
274,27227.7,0.83325,0.49136,0.86645,0.87374,0.9935,0.97669,0.86086,0.51722,0.40071,0.80952,0.00997297,0.00997297,0.00997297
275,27326.8,0.85311,0.49365,0.87614,0.87022,0.97079,0.98341,0.86739,0.51661,0.40001,0.80616,0.00997287,0.00997287,0.00997287
276,27425.9,0.87036,0.49834,0.88547,0.84248,0.9625,0.97429,0.86932,0.51504,0.43107,0.80516,0.00997277,0.00997277,0.00997277
277,27525,0.85332,0.49128,0.86849,0.84114,1,0.97371,0.85282,0.52923,0.45272,0.80701,0.00997268,0.00997268,0.00997268
278,27624.2,0.85295,0.48949,0.87878,0.85367,0.99771,0.98611,0.87423,0.52294,0.43115,0.80299,0.00997258,0.00997258,0.00997258
279,27723.4,0.83852,0.48046,0.86951,0.89246,0.97373,0.98768,0.86753,0.51972,0.40839,0.80386,0.00997248,0.00997248,0.00997248
280,27822.5,0.83795,0.46718,0.87261,0.85443,0.99088,0.98877,0.88568,0.50468,0.4112,0.80421,0.00997238,0.00997238,0.00997238
281,27921.7,0.86718,0.48963,0.87606,0.86071,0.94644,0.97718,0.86497,0.53579,0.44108,0.8055,0.00997228,0.00997228,0.00997228
282,28020.9,0.85178,0.48747,0.86945,0.88968,0.93456,0.9796,0.86948,0.51909,0.43153,0.80289,0.00997218,0.00997218,0.00997218
283,28120,0.83271,0.487,0.86996,0.88154,0.93849,0.98783,0.87272,0.51807,0.4247,0.80432,0.00997208,0.00997208,0.00997208
284,28219.1,0.83844,0.48319,0.87821,0.88123,0.95637,0.98347,0.87776,0.52788,0.38157,0.80678,0.00997198,0.00997198,0.00997198
285,28318.3,0.83788,0.48074,0.87156,0.88563,0.9541,0.98747,0.85814,0.51791,0.38889,0.80437,0.00997188,0.00997188,0.00997188
286,28417.4,0.85682,0.48986,0.87637,0.86733,0.95725,0.98517,0.85576,0.51585,0.39,0.80538,0.00997179,0.00997179,0.00997179
287,28516.6,0.84846,0.49266,0.87368,0.83049,0.99043,0.97528,0.83994,0.51879,0.42334,0.80455,0.00997169,0.00997169,0.00997169
288,28615.7,0.84042,0.48056,0.87712,0.83949,0.98058,0.97328,0.84043,0.54449,0.43989,0.80727,0.00997159,0.00997159,0.00997159
289,28714.8,0.87581,0.49604,0.87985,0.8468,0.9865,0.97428,0.85403,0.51974,0.41847,0.80726,0.00997149,0.00997149,0.00997149
290,28814,0.8455,0.48008,0.88724,0.89988,0.96863,0.98422,0.86288,0.52634,0.4008,0.80743,0.00997139,0.00997139,0.00997139
291,28913.2,0.82083,0.47603,0.85955,0.8762,0.96932,0.98422,0.86751,0.52504,0.42107,0.80515,0.00997129,0.00997129,0.00997129
292,29012.4,0.82488,0.47708,0.87735,0.85192,0.98963,0.98329,0.8636,0.52083,0.41853,0.80265,0.00997119,0.00997119,0.00997119
293,29111.5,0.85874,0.48505,0.87339,0.89983,0.97545,0.98403,0.85734,0.50917,0.3915,0.80327,0.00997109,0.00997109,0.00997109
294,29210.6,0.85285,0.47084,0.88286,0.90008,0.97503,0.98403,0.84825,0.50554,0.36383,0.80521,0.00997099,0.00997099,0.00997099
295,29309.8,0.82448,0.47607,0.86661,0.89365,0.98031,0.98164,0.86949,0.50453,0.38432,0.80553,0.00997089,0.00997089,0.00997089
296,29408.9,0.84207,0.47835,0.87791,0.89545,0.98178,0.98236,0.85916,0.54167,0.39843,0.80571,0.0099708,0.0099708,0.0099708
297,29508.1,0.83672,0.47406,0.87744,0.88405,0.94899,0.97483,0.84664,0.57719,0.40796,0.81141,0.0099707,0.0099707,0.0099707
298,29607.2,0.81792,0.47385,0.8641,0.87201,0.94343,0.97483,0.84073,0.57693,0.40671,0.81318,0.0099706,0.0099706,0.0099706
299,29706.4,0.83607,0.47493,0.872,0.86871,0.94675,0.97566,0.85359,0.57309,0.40749,0.81202,0.0099705,0.0099705,0.0099705
300,29805.5,0.82665,0.48257,0.873,0.84592,0.95342,0.97483,0.85307,0.5424,0.42551,0.80801,0.0099704,0.0099704,0.0099704
301,29904.6,0.83483,0.48306,0.86569,0.85473,0.95261,0.97483,0.85211,0.52788,0.39429,0.80617,0.0099703,0.0099703,0.0099703
302,30003.8,0.82654,0.48291,0.87546,0.87647,0.94228,0.97483,0.84955,0.53355,0.39116,0.8038,0.0099702,0.0099702,0.0099702
303,30103,0.83861,0.49088,0.87113,0.88663,0.93943,0.97483,0.8662,0.53911,0.39873,0.80664,0.0099701,0.0099701,0.0099701
304,30202.1,0.81833,0.47284,0.86672,0.90208,0.92679,0.97748,0.87245,0.54399,0.39938,0.80713,0.00997,0.00997,0.00997
305,30301.2,0.82598,0.48554,0.87057,0.89876,0.92937,0.97748,0.85904,0.52535,0.39846,0.80363,0.0099699,0.0099699,0.0099699
306,30400.4,0.82877,0.46845,0.87509,0.88437,0.94641,0.97566,0.85753,0.52812,0.39717,0.80584,0.0099698,0.0099698,0.0099698
307,30499.5,0.84614,0.47492,0.86825,0.87308,0.96412,0.97566,0.84197,0.52717,0.39481,0.80597,0.00996971,0.00996971,0.00996971
308,30598.7,0.81688,0.47428,0.87081,0.88187,0.99668,0.98747,0.86909,0.5269,0.40589,0.80549,0.00996961,0.00996961,0.00996961
309,30697.8,0.82687,0.48033,0.86097,0.87625,0.99633,0.98747,0.87359,0.52994,0.39793,0.80592,0.00996951,0.00996951,0.00996951
310,30797,0.81682,0.47719,0.86067,0.89266,0.93077,0.97748,0.86,0.50761,0.39411,0.80455,0.00996941,0.00996941,0.00996941
311,30896.1,0.80398,0.46571,0.86693,0.88134,0.97796,0.97669,0.86459,0.51752,0.39551,0.80552,0.00996931,0.00996931,0.00996931
312,30995.3,0.83453,0.47917,0.8692,0.87656,0.98736,0.97669,0.86091,0.51111,0.38655,0.80294,0.00996921,0.00996921,0.00996921
313,31094.4,0.83156,0.47673,0.86596,0.87469,0.98708,0.98097,0.87047,0.51609,0.38589,0.80185,0.00996911,0.00996911,0.00996911
314,31193.6,0.81958,0.47018,0.86993,0.87904,0.98674,0.97883,0.85513,0.51648,0.40263,0.80159,0.00996901,0.00996901,0.00996901
315,31292.7,0.82694,0.48226,0.86972,0.88241,0.9796,0.97883,0.8656,0.51275,0.40357,0.80393,0.00996891,0.00996891,0.00996891
316,31391.9,0.79929,0.47066,0.86878,0.85474,1,0.97664,0.86645,0.51886,0.40601,0.8034,0.00996882,0.00996882,0.00996882
317,31491,0.83732,0.48536,0.87072,0.88066,0.97795,0.97966,0.8603,0.52559,0.40688,0.80582,0.00996872,0.00996872,0.00996872
318,31590.2,0.81625,0.46426,0.86569,0.85771,0.98077,0.97829,0.85549,0.51583,0.42267,0.80365,0.00996862,0.00996862,0.00996862
319,31689.3,0.84119,0.47856,0.8707,0.82676,0.98336,0.97336,0.85679,0.52137,0.42515,0.80598,0.00996852,0.00996852,0.00996852
320,31788.5,0.80097,0.45812,0.86945,0.83388,0.99214,0.97804,0.86528,0.51423,0.42901,0.80577,0.00996842,0.00996842,0.00996842
321,31887.7,0.81548,0.4716,0.85838,0.82569,0.9928,0.97986,0.86354,0.51497,0.43487,0.80424,0.00996832,0.00996832,0.00996832
322,31986.8,0.80875,0.45824,0.86571,0.90022,0.93059,0.98516,0.8524,0.51237,0.41647,0.80459,0.00996822,0.00996822,0.00996822
323,32086,0.81926,0.47794,0.8749,0.8406,0.99279,0.98392,0.86245,0.51123,0.42128,0.80642,0.00996812,0.00996812,0.00996812
324,32185.1,0.84128,0.47136,0.87103,0.84182,0.99537,0.98392,0.85107,0.51948,0.40928,0.80631,0.00996802,0.00996802,0.00996802
325,32284.3,0.8314,0.48128,0.86989,0.8406,0.98671,0.97986,0.85078,0.52559,0.42248,0.80651,0.00996792,0.00996792,0.00996792
326,32383.4,0.8145,0.46812,0.8692,0.84032,0.98299,0.97736,0.84171,0.52525,0.42907,0.80526,0.00996782,0.00996782,0.00996782
327,32482.5,0.81663,0.46313,0.87217,0.84561,0.99145,0.97829,0.84066,0.52301,0.41613,0.80566,0.00996773,0.00996773,0.00996773
328,32581.7,0.81495,0.46657,0.86179,0.85414,0.9796,0.98204,0.8449,0.51942,0.39811,0.80574,0.00996763,0.00996763,0.00996763
329,32681.9,0.81017,0.46598,0.8651,0.84096,0.95322,0.97429,0.83532,0.51917,0.42398,0.80415,0.00996753,0.00996753,0.00996753
330,32781.1,0.81576,0.45925,0.86854,0.8578,0.96395,0.97642,0.85588,0.51238,0.43872,0.8024,0.00996743,0.00996743,0.00996743
331,32880.2,0.801,0.46029,0.86237,0.86517,0.96032,0.96907,0.84431,0.51512,0.47501,0.80212,0.00996733,0.00996733,0.00996733
332,32979.6,0.81993,0.46935,0.87373,0.86453,0.93389,0.95814,0.8299,0.51455,0.47818,0.80267,0.00996723,0.00996723,0.00996723
333,33078.8,0.79331,0.45127,0.86317,0.84898,0.95144,0.96336,0.83494,0.5112,0.46899,0.80298,0.00996713,0.00996713,0.00996713
334,33177.9,0.79622,0.46453,0.86205,0.85795,0.98496,0.97454,0.85511,0.51756,0.44934,0.80268,0.00996703,0.00996703,0.00996703
335,33277.1,0.80204,0.45418,0.86359,0.85882,0.96896,0.9728,0.85922,0.51599,0.44436,0.80382,0.00996693,0.00996693,0.00996693
336,33376.3,0.81041,0.46472,0.87634,0.83549,0.99082,0.97186,0.8507,0.5244,0.44676,0.80415,0.00996684,0.00996684,0.00996684
337,33475.4,0.78059,0.45548,0.85104,0.83813,0.98973,0.97108,0.8545,0.51329,0.45324,0.8024,0.00996674,0.00996674,0.00996674
338,33574.6,0.79289,0.45584,0.85744,0.84477,0.99954,0.97202,0.85309,0.50977,0.44378,0.80056,0.00996664,0.00996664,0.00996664
339,33673.7,0.81146,0.46413,0.86345,0.86286,0.97554,0.97267,0.85453,0.51267,0.44433,0.8011,0.00996654,0.00996654,0.00996654
340,33772.9,0.82038,0.47238,0.85959,0.86291,0.97452,0.97267,0.84914,0.53201,0.44595,0.80138,0.00996644,0.00996644,0.00996644
341,33872,0.78675,0.46311,0.86318,0.86195,0.99028,0.97361,0.8518,0.53235,0.42739,0.80305,0.00996634,0.00996634,0.00996634
342,33971.1,0.79473,0.46121,0.85848,0.86959,0.9808,0.9743,0.85749,0.52123,0.42711,0.80395,0.00996624,0.00996624,0.00996624
343,34070.2,0.79441,0.45508,0.86798,0.86526,0.95409,0.96958,0.84838,0.52544,0.41705,0.80479,0.00996614,0.00996614,0.00996614
344,34169.4,0.79024,0.45642,0.86323,0.86451,0.95298,0.96958,0.85659,0.52918,0.40703,0.80537,0.00996604,0.00996604,0.00996604
345,34268.5,0.79959,0.45576,0.85754,0.86145,0.96124,0.96958,0.84019,0.54042,0.41364,0.80657,0.00996594,0.00996594,0.00996594
346,34367.7,0.80798,0.45294,0.86999,0.84132,0.95371,0.97429,0.85326,0.53435,0.42597,0.80667,0.00996585,0.00996585,0.00996585
347,34466.8,0.81022,0.47507,0.86997,0.86216,0.93934,0.97429,0.85624,0.5449,0.41234,0.80718,0.00996575,0.00996575,0.00996575
348,34566,0.7974,0.46143,0.8672,0.87103,0.93934,0.97314,0.86426,0.53234,0.41049,0.80639,0.00996565,0.00996565,0.00996565
349,34665.1,0.79164,0.45721,0.86328,0.87149,0.93769,0.97314,0.85827,0.53344,0.40789,0.80733,0.00996555,0.00996555,0.00996555
350,34764.8,0.80558,0.45783,0.86178,0.87239,0.93378,0.97429,0.85365,0.53736,0.40839,0.8077,0.00996545,0.00996545,0.00996545
351,34863.9,0.81099,0.46228,0.85758,0.87187,0.94167,0.97499,0.85856,0.53346,0.40139,0.80965,0.00996535,0.00996535,0.00996535
352,34963,0.8124,0.47005,0.87334,0.87575,0.93758,0.97306,0.86566,0.52562,0.41396,0.80989,0.00996525,0.00996525,0.00996525
353,35062.2,0.77783,0.44637,0.86329,0.86039,0.97091,0.97829,0.85092,0.52307,0.42038,0.80834,0.00996515,0.00996515,0.00996515
354,35161.4,0.79814,0.4752,0.85501,0.85566,0.945,0.97336,0.85238,0.52361,0.42487,0.80682,0.00996505,0.00996505,0.00996505
355,35260.5,0.80895,0.45175,0.86733,0.85478,0.94446,0.97314,0.85578,0.52751,0.42414,0.80704,0.00996495,0.00996495,0.00996495
356,35359.7,0.7939,0.4492,0.86084,0.872,0.94489,0.97574,0.86187,0.53671,0.39588,0.80848,0.00996485,0.00996485,0.00996485
357,35458.8,0.79501,0.4635,0.85112,0.88331,0.97443,0.97843,0.86232,0.53309,0.3984,0.80583,0.00996476,0.00996476,0.00996476
358,35557.9,0.78846,0.45694,0.87031,0.87679,0.97723,0.97899,0.86726,0.51717,0.39929,0.80382,0.00996466,0.00996466,0.00996466
359,35657.1,0.81292,0.47904,0.86214,0.87643,0.97687,0.97899,0.87178,0.51825,0.39908,0.80522,0.00996456,0.00996456,0.00996456
360,35756.2,0.80376,0.46136,0.86749,0.87976,0.97849,0.97899,0.86415,0.51507,0.39482,0.80511,0.00996446,0.00996446,0.00996446
361,35855.4,0.80229,0.45357,0.85882,0.87478,0.9771,0.98274,0.87608,0.51997,0.38192,0.8064,0.00996436,0.00996436,0.00996436
362,35954.5,0.81216,0.45716,0.86223,0.8748,0.97786,0.98274,0.87221,0.51602,0.3821,0.80676,0.00996426,0.00996426,0.00996426
363,36053.7,0.79527,0.46995,0.86026,0.88194,0.97738,0.98274,0.87604,0.52022,0.38649,0.80448,0.00996416,0.00996416,0.00996416
364,36152.9,0.80384,0.45794,0.85418,0.88111,0.98008,0.98274,0.87939,0.52503,0.38035,0.80488,0.00996406,0.00996406,0.00996406
365,36252,0.80394,0.45394,0.86689,0.88028,0.97914,0.98186,0.86597,0.52511,0.38375,0.80639,0.00996396,0.00996396,0.00996396
366,36351.2,0.80132,0.45679,0.85961,0.87967,0.9719,0.97811,0.87245,0.51662,0.37698,0.807,0.00996387,0.00996387,0.00996387
